"","conceptType","conceptUri","iscoGroup","preferredLabel","altLabels","hiddenLabels","status","modifiedDate","regulatedProfessionNote","scopeNote","definition","inScheme","description","code","onet_title","onet_code"
"106","Occupation","http://data.europa.eu/esco/occupation/dfa51b4d-0929-4885-b682-29e375c6b52c","2411","dividend analyst","dividend analyst
dividend calculation clerk
dividends analyst
dividends clerk
dividend clerk
dividend and coupon analyst","","released","2016-07-05T15:21:52Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Dividend analysts calculate and allocate dividends and interest incomes of a company's earnings to a category of its shareholders. They assess business systems and processes in order to identify user needs and to deliver appropriate solutions. They also undertake dividend forecasts on amounts and payment schedules and identify potential risks, based on their financial and market price expertise.","2411.1.6",NA,NA
"107","Occupation","http://data.europa.eu/esco/occupation/e148e1ed-4f46-40a7-95c9-d6914f664f17","7319","candle maker","wax candle maker
candle former
artisanal candle maker
candle making machine tender
candle maker
candlemaker
candle factory worker
candle production inspector
candle making machine operative
candle making machine operator
candle molder
candle making machine worker
artisan candle maker
chandler
candle moulder
candle inspector","","released","2017-01-17T12:06:08Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Candle makers mold candles, place the wick in the middle of the mold and fill the mold with wax, by hand or machine. They remove the candle from the mold, scrape off excess wax and inspect the candle for any deformities.","7319.1",NA,NA
"108","Occupation","http://data.europa.eu/esco/occupation/e2a495fb-68a3-46f9-8753-6ce566a7a085","2145","pharmaceutical engineer","pharmaceutical research engineer
pharmaceutical engineering expert
pharmaceutical engineering consultant
pharmaceutical project engineer
pharmaceutical engineer
pharmaceutical engineering adviser
pharmaceutical engineering specialist
pharmaceutical manufacturing engineer
pharmaceutical technology engineering consultant
pharmaceutical technology engineering expert
pharmaceutical development engineer
pharmaceutical process engineer
biotechnology engineer
pharmaceutical technology engineering specialist
pharmaceuticals engineer
pharmaceutical engineering designer and developer
pharmaceutical engineering developer
pharmaceutical production engineer
pharmaceutical technology engineering adviser
pharmaceutical technology engineer","","released","2022-07-05T14:35:43.424Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Pharmaceutical engineers design and develop technologies used in pharmaceutical research and drugs manufacture, advising the pharmaceutical manufacturing plants to maintain and operate those technologies and ensuring the customers` and workers` safety requirements are met. They may also be involved in the conception and design of pharmaceutical manufacturing plants and research centers.","2145.1.9",NA,NA
"109","Occupation","http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7","0110","squadron leader","air force commandant
squadron commander
air force squadron leader
squadron leader
air force squadron team leader","","released","2021-10-06T09:08:07.154Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Squadron leaders command a squadron specialising in different operations, such as aircraft squadrons, ground operations squadrons, or armoured fighting vehicles squadrons.","0110.12",NA,NA
"110","Occupation","http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4","0110","army major","battalion commandant
army commandant
armed forces major
lieutenant commander
military major
major
army major","","released","2022-01-13T10:44:14.426Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Army majors command large units of officers and soldiers, supervise their training, and oversee their wellfare. They also supervise their administration, and equipment management.","0110.5",NA,NA
"111","Occupation","http://data.europa.eu/esco/occupation/e4fca489-4c79-4392-874f-9ea1051c05c8","3435","extra","extra
background actress
walker on
television extra
extra performer
movie extra
background artist
motion picture extra
background actor
film extra
TV extra","","released","2021-04-01T13:12:04.821Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Extras perform actions in the background or in crowds during filming. They do not contribute to the plot directly but they are important to create a certain atmosphere.","3435.8",NA,NA
"112","Occupation","http://data.europa.eu/esco/occupation/e58eadca-e512-4167-96f1-fff980f117e3","3115","vessel engine tester","liquid natural gas engine tester
boat engine tester
electric motor tester
dual fuel engine tester
boat engine test engineer
gas turbine engine tester
vessel engine tester
marine engine tester
boat engine test technician
LNG engine tester
nuclear reactor tester
outboard motor tester
marine engine test engineer
two-stroke diesel engineer tester
marine engine test technician
four-stroke diesel engine tester
marine steam engine tester","","released","2017-01-26T13:16:39Z","http://data.europa.eu/esco/regulated-professions/unregulated","Excludes <a resource=""http://data.europa.eu/esco/occupation/da6220cb-21ee-4076-8796-1e922b44c394"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/da6220cb-21ee-4076-8796-1e922b44c394""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">vessel engine inspector</span></a>.","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Vessel engine testers test the performance of vessel engines such as electric motors, nuclear reactors, gas turbine engines, outboard motors, two-stroke or four-stroke diesel engines, LNG, dual fuel engines and, in some cases, marine steam engines in specialised facilities such as laboratories. They position or give directions to workers positioning engines on the test stand. They use hand tools and machinery to position and connect the engine to the test stand. They use computerised equipment to enter, read and record test data such as temperature, speed, fuel consumption, oil and exhaust pressure.","3115.1.23",NA,NA
"113","Occupation","http://data.europa.eu/esco/occupation/e9640041-ca34-4955-aa8c-629717d0dcda","4323","tram controller","tram dispatcher
tram supervisor
tram system supervisor
tram supervisor and controller
tram system controller
traffic supervisor
tram controller and supervisor
tram controller","","released","2022-07-05T14:35:43.424Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tram controllers assign and manage tram vehicles and drivers for the transport of passengers, including records of distances covered and of repairs made.","4323.18",NA,NA
"114","Occupation","http://data.europa.eu/esco/occupation/ea4c9aa1-cb9d-4037-a748-ac1305af7129","5419","emergency response worker","first responder
disaster relief worker
incident response worker
first response worker
environmental emergency worker
natural emergency response worker
emergency response worker
clean up worker
emergency response mission worker
emergency worker
emergency response team worker
aid worker","","released","2016-07-05T16:01:28Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Emergency response workers work in missions to aid in emergency and disaster situations, such as natural disasters or oil spills. They clean up the debris or waste caused by the event, ensure the people involved are brought to safety, prevent further damage, and transport goods such as food and medical supplies.","5419.6",NA,NA
"115","Occupation","http://data.europa.eu/esco/occupation/eda6cb5e-c27a-4661-b536-eadeb387dee3","1420","bicycle shop manager","bicycle shop manager
bike superstore manager
bike shop manager
cycling superstore manager
cycles and  cycle accessories store manager
cycle store manager
cycle superstore manager
bicycle and bicycle accessories shop manager
bike store manager
cycles and  cycle accessories shop manager
bicycle and bicycle accessories superstore manager
cycle shop manager
cycling shop manager
bicycle and bicycle accessories store manager
cycles and  cycle accessories superstore manager
cycling store manager","","released","2021-10-06T08:21:39.699Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Bicycle shop managers are responsible for activities and staff in specialised shops that sell and repair bicycles. ​They manage employees, monitor the sales of the store, manage budgets and order supplies when a product is out of supply and perform administrative duties if required.","1420.4.7",NA,NA
"116","Occupation","http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91","3339","auctioneer","sale auctioneer
market auctioneer
trainee auctioneer
auctioneer for personal goods
senior auctioneer
merchant
auctioneer for real estate
auctioneer
auctioneer for personal property
factor
agent","","released","2017-01-17T14:38:51Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Auctioneers conduct auctions by accepting bids and declaring goods sold.","3339.2",NA,NA
"117","Occupation","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505","0110","air force officer","royal airforce officer
flight lieutenant
flight officer
air commodore
air force officer
military group captain
command and control officer
pilot officer
squadron leader","","released","2022-01-13T10:45:24.96Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Air force officers specialise in flying or ground duties, and supervise a team of air force personnel. They coordinate their team's training and welfare, and perform duties specific to their area of specialisation.","0110.1",NA,NA
"118","Occupation","http://data.europa.eu/esco/occupation/f4e3dd1c-f86b-4a69-8887-547255eadc79","1439","tourist information centre manager","tourist information center manager
tourist information centre (TIC) manager
tourist information supervisor
tourist information centre supervisor
tourist information point manager","","released","2021-12-13T20:02:35.801Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Tourist information centre managers are in charge of managing employees and activities of a centre which provides information and advice to travellers and visitors about local attractions, events, travelling and accommodation.","1439.6",NA,NA
"119","Occupation","http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f","2422","foreign affairs officer","foreign affairs analyst
international relations analyst
international affairs analyst
foreign affairs specialist
foreign affairs manager
international relations manager
consulate officer
foreign affairs officer
foreign affairs advisor","","released","2022-07-05T14:32:59.035Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Foreign affairs officers analyse foreign affairs policies and operations, and write reports outlining their analyses in a clear and comprehensible manner. They communicate with parties who benefit from their findings, and act as advisers in the development or implementation of or reporting on foreign policy. Foreign affairs officers may also perform administrative duties in the department, such as assisting with problems concerning passports and visas. They promote friendly and open communication between different nations' governments and institutions.","2422.12.7",NA,NA
"120","Occupation","http://data.europa.eu/esco/occupation/f7f8c077-26ec-455f-8311-aeafbc24d9a5","2635","bereavement counsellor","family and bereavement support officer
bereavement support worker
bereavement counselor
adult bereavement counsellor
community bereavement support officer
bereavement support  counsellor
bereavement advice counsellor
bereavement officer
bereavement social counsellor
family bereavement counsellor
bereavement service coordinator","","released","2022-01-13T09:42:58.349Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Bereavement counsellors support and guide patients and their families to better cope with the death of the loved ones by assisting them in emergent situations, at the hospices and at the memorial services. They train other professionals and communities anticipating the supportive needs of bereavement and responding to the education requirements.","2635.1.1",NA,NA
"121","Occupation","http://data.europa.eu/esco/occupation/f817aab2-ec8a-45ec-88ef-c11e0f19fd85","2422","education policy officer","education policy development officer
education policy researcher
education policy specialist
education policy analyst
policy officer, education
policy officer
education policy officer
policy officer for education
education policy advisor","","released","2020-12-07T20:25:52.156Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Education policy officers research, analyse and develop education policies, and implement these policies to improve the existing education system. They try to improve all aspects of education which will impact institutions such as schools, universities and vocational schools. They work closely with partners, external organisations or other stakeholders and provide them with regular updates.","2422.12.4",NA,NA
"122","Occupation","http://data.europa.eu/esco/occupation/f874980a-e08f-4a58-bc21-2ff3cf472ec5","5249","rental service representative in cars and light motor vehicles","rental specialist in cars and light motor vehicles
rental advisor in cars and light motor vehicles
rental service desk clerk in cars and light motor vehicles
rental service desk agent in cars and light motor vehicles
rental sales team leader in cars and light motor vehicles
rental service team leader in cars and light motor vehicles
rental service worker in cars and light motor vehicles
rental sales worker in cars and light motor vehicles
rental service desk supervisor in cars and light motor vehicles
rental service supervisor in cars and light motor vehicles
rental sales manager in cars and light motor vehicles
rental sales desk agent in cars and light motor vehicles
rental sales supervisor in cars and light motor vehicles
rental service assistant in cars and light motor vehicles
rental sales desk clerk in cars and light motor vehicles
rental sales assistant in cars and light motor vehicles
rental service manager in cars and light motor vehicles
rental sales desk supervisor in cars and light motor vehicles
rental service representative in cars and light motor vehicles","","released","2016-07-05T17:20:08Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Rental service representatives in cars and light motor vehicles are in charge of renting out vehicles and determining specific periods of usage. They document transactions, insurances and payments.","5249.2.1.3",NA,NA
"123","Occupation","http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba","5223","personal shopper","global personal shopper
online personal shopper
international personal shopper
personal shopper","","released","2021-10-05T15:36:13.841Z","http://data.europa.eu/esco/regulated-professions/unregulated","Includes self-employed <a resource=""http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">personal shoppers</span></a>. 
Includes people performing activities for a fashion or specialty store.","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Personal shoppers assist their individual clients in selecting and buying clothing items and other goods such as gifts, according to their personal tastes, desires and style.","5223.3",NA,NA
