"","conceptType","conceptUri","iscoGroup","preferredLabel","altLabels","hiddenLabels","status","modifiedDate","regulatedProfessionNote","scopeNote","definition","inScheme","description","code","onet_title","onet_code"
"64","Occupation","http://data.europa.eu/esco/occupation/9161b2df-624c-4f5e-ad6c-0392439fa5c3","8160","starch extraction operator","refinery starch extractor
starch extraction operator
refinery starch operator","","released","2016-07-05T16:58:05Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Starch extraction operators use equipment to extract starch from raw material such as corn, potatoes, rice, tapioca, wheat, etc. 
","8160.51",NA,NA
"65","Occupation","http://data.europa.eu/esco/occupation/92be1fac-97c4-4d4d-ada7-f6aa07d6f316","3252","waiting list coordinator","manager of hospital waiting lists
waiting list manager
manager of waiting lists
healthcare waiting list manager
waiting list coordinator
medical care waiting list coordinator
hospital waiting list coordinator
senior waiting list coordinator
coordinator of waiting lists
surgical waiting list coordinator
coordinator of hospital waiting lists","","released","2020-09-08T07:44:32.929Z","http://data.europa.eu/esco/regulated-professions/unregulated","Excludes people performing patients treatment. 
 Excludes people performing assistance in medical treatment.","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Waiting list coordinators guarantee the day to day management of waiting list time. They plan when operation rooms are available and call patients in to be operated. Waiting list coordinators make sure to optimise the use of resources.","3252.4",NA,NA
"66","Occupation","http://data.europa.eu/esco/occupation/9358775a-3769-4327-bf25-6c0d9d69d192","1439","travel agency manager","tourism sales manager
travel sales manager
tourism agency manager
travel call centre manager
travel agency manager","","released","2021-01-20T15:12:34.577Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Travel agency managers are in charge of managing employees and activities of a travel agency. They organise, advertise and sell tourist offers and travel deals for specific regions.","1439.8",NA,NA
"67","Occupation","http://data.europa.eu/esco/occupation/93aa611c-a58c-43ff-bc34-6e201dfdd0dd","7536","footwear patternmaker","footwear pattern designer
footwear pattern designer and maker
footwear patternmaker
footwear pattern cutter
pattern designer and maker
footwear pattern-maker
pattern designer and cutter
footwear pattern designer and cutter","","released","2020-12-07T15:24:33.079Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Footwear patternmakers design and cut patterns for all kinds of footwear using a variety of hand and simple machine tools. They check various nesting variants and perform material consumption estimation. Once the sample model has been approved for production, they produce series of patterns for range of footwear in different sizes.","7536.2.5",NA,NA
"68","Occupation","http://data.europa.eu/esco/occupation/9422c30d-c5ef-4fcc-a493-d67ee42189c0","7412","marine electrician","marine systems electrician
marine diagnostic electrician
vessel electrician
marine installation electrician
vessel electronics installation technician
naval electrician
marine electronic networks electrician
marine design electrician
marine repair electrician
marine electrician
vessel electronics design technician
vessel electronic networks technician
vessel electronics repair technician
vessel electronic systems technician","","released","2017-01-17T13:55:07Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Marine electricians install, maintain and repair electrical and electronic systems in vessels such as air conditioning systems, lamps, radios, heating systems, batteries, electrical wiring and alternators. They use diagnostic testing equipment to inspect vessels and find faults. To do repair work, they use hand tools and specialised electrical instruments and machines.","7412.8",NA,NA
"69","Occupation","http://data.europa.eu/esco/occupation/94adbb11-1c90-4092-ae91-781e8a55865d","3324","shipbroker","shipbroker
shipping broker","","released","2020-12-07T21:33:18.064Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Shipbrokers act as intermediaries between buyers and sellers of ships, cargospace on ships and charter ships for the transfer of cargo. They inform clients on the shipping market mechanisms and movements, report on vessel and cargospace prices and sales, and negotiate not only the cost of the vessels, cargospace or cargo but also the logistical requirements for the transfer of the vessel or commodity cargo to the buyers.","3324.1.1",NA,NA
"70","Occupation","http://data.europa.eu/esco/occupation/952aa13c-731f-4add-98d1-66b59f70e607","8332","live animal transporter","animal conveyance
animal transporter
animal transport service
animal carriage
animal travel provider
live animal transporter
animal travel service","","released","2021-03-15T19:33:18.723Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Live animal transporters provide transport and transfer for live animals, including the monitoring of the health and welfare of animals, the planning of, and preparation for journeys, and loading and unloading of animals, according to national and international legislation. 
","8332.6",NA,NA
"71","Occupation","http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723","3112","engineering assistant","technical support worker
project aide
engineering assistant
technological assistant
technical support
technical supporter
project support worker
technical assistant
project supporter
engineering project assistant
tech assistant
project support
technology assistant
technical aide","","released","2021-06-09T08:21:34.608Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Engineering assistants ensure the administration and monitoring of technical and engineering files for projects, assignments, and quality matters. They assist engineers with their experiments, participate in site visits, and administer the collection of information.","3112.8",NA,NA
"72","Occupation","http://data.europa.eu/esco/occupation/96430121-2757-4e96-9d6f-7517b25db4f7","5153","house sitter","house sitter
custodian
estate caretaker
house caretaker","","released","2022-01-13T09:32:48.476Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","House sitters move in the house of their employers in order to maintain security of the property during their absence. They monitor entrance areas and prevent unauthorized persons from entering the house, inspect conditions of the facility such as plumbing and heating and contact repairers if necessary. House sitters may also do some cleaning activities, forward mail and pay bills.","5153.1.2",NA,NA
"73","Occupation","http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0","1212","employee volunteering programme coordinator","corporate volunteering coordinator 
corporate volunteering manager","","released","2022-07-05T14:35:43.424Z","http://data.europa.eu/esco/regulated-professions/unregulated","The employee volunteering programme coordinator does not usually manage the volunteers directly but rather acts as the interface between the employer and the volunteering organisation that the employees will volunteer with or vice versa.  ","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Employee volunteering programme coordinators work across sectors and fields to coordinate and manage the employee volunteering (sometimes called corporate volunteering) programme for their employer. They are in charge of connecting with local community organisations to determine needs and arrange for volunteers from within the staff of the company to engage with local entities, such as local authorities or local civil society organisations, to meet those needs. Employee volunteering programme coordinators might also arrange for volunteers to undertake their duties online in collaboration with civil society initiatives meeting identified needs. These roles can exist in the company or setting where the employees are based and also in the civil society organisation who receives the volunteers from the employee or corporate volunteering scheme.","1212.1",NA,NA
"74","Occupation","http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b","2632","thanatology researcher","fellow in thanatology
thanatological scholar
thanatology researcher
researcher in the psychology of death and dying
thanatologist
thanatological researcher
researcher in thanatology","","released","2022-07-05T14:42:21.456Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613","Thanatology researchers study death and the dying in a variety of scientific fields such as psychology, sociology, physiology and anthropology. They contribute to the growth of knowledge on aspects of death such as the psychological phenomena the dying and those around them are experiencing. ","2632.7",NA,NA
"75","Occupation","http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319","3119","quality engineering technician","quality technologist
quality engineering technician
quality expert
quality specialist
quality technology expert
quality technology specialist
quality technician","","released","2017-01-17T14:16:13Z","http://data.europa.eu/esco/regulated-professions/unregulated","Excludes people performing the evaluation of the production process.","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Quality engineering technicians work with quality engineers or managers to analyse and solve quality problems and improve productivity. They examine machines for imperfections and inspect products to make sure they meet the standards. They also provide personnel with training in inspection techniques and prepare inspection plans.","3119.16",NA,NA
"76","Occupation","http://data.europa.eu/esco/occupation/9a99a5fe-875d-49b2-9b53-cc1b73be1659","4221","railway sales agent","railway transportation sales agent
railway station counter agent
railway sales agent
railway tickets saleswoman
agent for railway ticket sales
counter sales agent
railway station cashier
railway ticket sales representative
railway station agent
railway tickets salesman","","released","2022-07-14T08:26:51.676Z","http://data.europa.eu/esco/regulated-professions/unregulated","Excludes people working in road and urban transport industries collecting fares.","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Railway sales agents provide service to customers who visit the ticket counter. They provide information, handle ticket reservations, sales and refunds. They also carry out clerical duties such as maintaining the daily ticket sales balance sheet. They handle requests for seat reservations and examine diagram charts of each car on train to verify the available space on the specified train.","4221.3.1",NA,NA
"77","Occupation","http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa","2351","education inspector","education institution inspector
education inspector
school inspector
inspector of education institutions
OFSTED inspector
inspector of education
her majesty's inspector of education
education authority officer
inspector of schools","","released","2022-07-14T08:26:51.676Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Education inspectors visit schools to ensure that the staff perform their tasks compliant with educational rules and regulations, as well as overseeing that the school's administration, premises, and equipment conform to regulations. They observe lessons and examine records to assess the school's operation and write reports on their findings. They provide feedback and give advice on improvement, as well as report the results to higher officials. Sometimes they also prepare training courses and organize conferences that the subject teachers should attend.","2351.3",NA,NA
"78","Occupation","http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497","0110","army captain","captain armed forces
company commander
captain armed services
troop commander
army chief officer
army captain
armed services captain
armed forces captain
battery commander
captain royal marines","","released","2022-07-27T07:12:59.873Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Army captains aid in the supervision of large units of soldiers, as well as perform planning and strategic duties in tactical operations. They also ensure equipment maintenance and provide support in logistic matters as well as support during operations.","0110.3",NA,NA
"79","Occupation","http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072","2431","customer experience manager","guest relations specialist
guest relations manager
hospitality customer experience manager
customer experience manager
guest experience manager
guest experience specialist
guest relations officer","","released","2022-07-14T08:26:51.676Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Customer experience managers monitor customer experiences by creating, evaluating and improving the customer's interaction organisations in the hospitality, recreation or entertainment industry. They develop plans of action to optimise all aspects of the customer's experience. Customer experience managers strive to ensure customer satisfaction and boost company profits.","2431.8",NA,NA
"80","Occupation","http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2","1112","central bank governor","central bank managers
central bank directors
central bank manager
central bank governor
national bank governors
main bank governor
central banker
central bank director
central bankers
national bank governor","","released","2016-07-05T15:23:24Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Central bank governors set the monetary and regulatory policy, determine interest rates, maintain price stability, control the national money supply and issuance and foreign exchange currency rates and gold reserves. They oversee and control the banking industry.","1112.1",NA,NA
"81","Occupation","http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1","1112","embassy counsellor","embassy counselor
defence attache
embassy officer
political attache
economic attache
counsellor of embassy
attache
cultural attache","","released","2022-07-14T08:26:51.676Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Embassy counsellors supervise specific sections in an embassy, such as economics, defence or political affairs. They perform advisory functions for the ambassador, and perform diplomatic functions in their section or specialty. They develop policies and implementation methods and supervise the embassy section's staff.","1112.3.2",NA,NA
"82","Occupation","http://data.europa.eu/esco/occupation/a2dee758-72f5-4f1c-b760-f2b8e9d81911","7133","chimney sweep","chimney-sweeping technician
sweeper
chimney sweeper
flue sweeper
chimney sweep
chimney-sweeping engineer
funnel sweeper
smoke-stack sweeper
lump sweeper","","released","2016-07-05T17:04:53Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Chimney sweeps undertake cleaning activities of chimneys for all types of buildings. They remove ash and soot and perform maintenance on a regular basis, following health and safety regulations. Chimney sweeps may perform safety inspections and minor repairs.","7133.3",NA,NA
"83","Occupation","http://data.europa.eu/esco/occupation/a78d8e2b-fe31-447f-8694-38ed7198d143","3433","taxidermist","taxidermy technician
bird taxidermist
taxidermist
animal taxidermist","","released","2016-07-05T17:04:39Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Taxidermists mount and reproduce deceased animals or parts of animals such as trofy heads for the purpose of public display and education, such as in a museum or monument, or for other sources of scientific study, or for a private collection.","3433.3",NA,NA
"84","Occupation","http://data.europa.eu/esco/occupation/ab4dd4f9-ee6c-41cc-8b72-42ad0b13d1e2","2143","waste treatment engineer","waste treatment engineering expert
industrial waste treatment engineer
waste treatment engineering specialist
waste treatment technology engineering adviser
waste treatment engineering consultant
waste treatment technology engineer
waste treatment engineering adviser
waste treatment technology engineering consultant
waste treatment engineers
waste treatment engineer
waste treatment technology engineering expert
waste treatment technology engineering specialist","","released","2020-12-08T09:33:22.177Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Waste treatment engineers design processes, facilities and equipment used in the collection, treatment, and distribution of waste. They research environmental standards and policies in order to optimise waste treatment procedures and ensure minimal strain on the environment by analysing and classifying the processed waste.","2143.1.4",NA,NA
"85","Occupation","http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2","3259","temperature screener ","entrance screener
covid temperature screener
temperature checker
health screener","","released","2021-12-13T21:12:49.525Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Temperature screeners are responsible for checking the temperature of guests, staff or visitors entering the premises of an organisation or public spaces, as a measure to prevent the spread of infectious diseases in private and public spaces.","3259.8",NA,NA
"86","Occupation","http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e","2149","acoustical engineer","acoustical technology engineering adviser
acoustical engineering expert
acoustics engineer
acoustical technology engineer
acoustical engineering specialist
acoustic engineer
acoustical engineering consultant
acoustical engineer
acoustical technology engineering consultant
acoustical technology engineering expert
acoustical technology engineering specialist
acoustical engineering adviser","","released","2016-07-05T16:18:41Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Acoustical engineers study and apply the science of sound to various applications. They work in a wide range of areas including the consultation of the acoustics and elements affecting the transmission of sound in spaces for performances or recording activities. They can also consult on the levels of noise contamination for those activities that require compliance with standards on that matter.","2149.1",NA,NA
"87","Occupation","http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2","0110","lieutenant","police lieutenant
lieutenant
armed forces lieutenant","","released","2022-01-13T10:44:02.957Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Lieutenants command troops of platoons of soldiers and lead them in training and discipline exercises. They also perform administrative duties, and function as advisers.","0110.10",NA,NA
"88","Occupation","http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521","2431","business developer","business continuity analyst
business development executive
business developer
business development strategist","","released","2021-04-14T16:46:35.825Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Business developers strive to improve the market share of companies in the market. They perform strategic analyses of the core advantages that a company's products or services have to offer, they cooperate in the development of marketing campaigns for lead generation and support on sales efforts.","2431.5",NA,NA
"89","Occupation","http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7","0110","colonel","wing commander
colonel
lieutenant colonel
battalion commander","","released","2022-07-27T07:21:24.23Z","http://data.europa.eu/esco/regulated-professions/unregulated","Includes Battalion commander. 
 Includes Wing commander.","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Colonels serve in the staff of a military commander, and function as primary advisers in operational and strategic decision-making to senior officers.","0110.8",NA,NA
"90","Occupation","http://data.europa.eu/esco/occupation/b9836ed2-1ca7-49b4-9f0e-bb5d2ca14443","4323","road transport maintenance scheduler","road transport maintenance coordinator
road transport maintenance scheduler
vehicle maintenance scheduler
vehicle maintenance coordinator
route vehicle maintenance planning officer
route vehicle maintenance coordinator
vehicle maintenance planning officer
road transport maintenance officer
scheduler of road transport maintenance
route vehicle maintenance scheduler","","released","2021-10-05T17:07:34.231Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Road transport maintenance schedulers are responsible for the effective execution of all maintenance work control processes of vehicles for urban transport, and for the efficient and effective use of planning and scheduling of all resources to conduct maintenance activities.","4323.14",NA,NA
"91","Occupation","http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94","1349","service manager","service coordinator
field service manager
support services manager
regional service manager
service operations manager
corporate service coordinator
service director
client services coordinator
client services representative
client services manager
service manager
customer service manager","","released","2022-07-14T08:26:51.676Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Service managers are responsible for the supervision and coordination of the provision of different professional and technical services to customers. They ensure a smooth interaction with clients and high levels of satisfaction post-service. This occupation includes the provision of policing, correctional, library, legal and fire services.","1349.21",NA,NA
"92","Occupation","http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3","0310","infantry soldier","foot soldier
military ranger
infantryman
army soldier
sniper
rifleman
infantry soldier","","released","2022-01-13T09:52:06.281Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Infantry soldiers fight in combat missions or provide aid in peacekeeping missions and other humanitarian services. They handle weapons and provide defence services where they are required, and attempt to complete missions while causing minimal harm.","0310.3",NA,NA
"93","Occupation","http://data.europa.eu/esco/occupation/be375e11-9a70-47cb-8091-711c94ed0c13","5142","tanning consultant","sun parlor worker
tan specialist
sun parlor attendant
tanning salon operator
solarium attendant
tanning specialist
solarium worker
tanning consultant
tanning salon manager
sun parlour attendant
solarium consultant
tan consultant
tanning salon worker
tanning salon attendant","","released","2021-04-09T13:08:00.035Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Tanning consultants assist clients with their tanning needs. They offer advice on purchases and treatments in solariums and tanning salons.","5142.11",NA,NA
"94","Occupation","http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55","3435","mask maker","mask designer & maker
mask maker
mask designer and builder
mask designer & builder
mask designer/maker
mask maker and designer
mask builder & designer
mask designer and maker
mask builder and designer
mask maker & designer
mask builder
mask-maker","","released","2021-12-13T19:39:59.613Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Mask makers construct, adapt and maintain masks for live performances. They work from sketches, pictures and artistic visions combined with knowledge of the human body to ensure the wearer maximum range of movement. They work in close cooperation with the designers.","3435.12",NA,NA
"95","Occupation","http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d","3359","fisheries observer","fishing area observer
fisheries observer
fishing activity observer
fisheries control reporter
fishery observer","","released","2017-01-17T12:49:57Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Fisheries observers record and report on fishing activity and the level of compliance and enforcement of conservation measures in force in the work area by controlling the position of the vessel, the use of the fishing gear and the catch. They provide the reports required for the scientific monitoring of the fishing area, provide policy advice and plan and coordinate activities. ","3359.3",NA,NA
"96","Occupation","http://data.europa.eu/esco/occupation/c5328083-eda0-4ca8-b9cb-99a46e73a9bc","2131","botanicals specialist","botanical milling operative
botanicals specialist
botanical specialist
botanical expert
botanical science expert","","released","2016-07-05T17:12:40Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Botanicals specialists bring a deep knowledge in the science of plants and botanicals to the production of alcoholic beverages based on herbs. These professionals combine knowledge of flavour chemistry, biological sciences and technology process. They may operate botanical milling machines ensuring that the crushing process retains as much flavour and aroma as possible.","2131.4.5",NA,NA
"97","Occupation","http://data.europa.eu/esco/occupation/c93d58bd-3aa6-4de4-812d-010542f1dec8","8131","pill maker operator","tablet production worker
piling machine operative
pill production operator
tablet making machine tender
piling machine tender
pill maker
pill production worker
pill production operative
pill production process worker
tablet production operator
tablet production operative
tablet production process worker
piling machine operator
pill maker operator
tablet making machine operator
tablet making machine operative
pillmaker operator","","released","2016-07-05T16:56:16Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Pill maker operators tend the pilling machine that create pills in various sizes and shapes. They also fill the machine with necessary materials, open valves to control the flow of the materials, and regulate the temperature of the machine.","8131.17",NA,NA
"98","Occupation","http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031","0210","sergeant","station sergeant
drill sergeant
police sargeant
lance sergeant
warrant officer
ordnance sergeants
commissary sergeant
adjutant
army sargeant
quartermaster sergeant
colour sergeant
petty officer
sergeant
staff sergeant
chief petty officer
chief non-commissioned officer","","released","2022-01-13T09:57:53.336Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Sergeants command squads as a second in command. They allocate tasks and duties, supervise equipment, and ensure proper training of staff. They also advise commanding officers and perform support duties.","0210.2",NA,NA
"99","Occupation","http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d","3359","consumer rights advisor","trading standards officer
legal services adviser
consumer rights adviser
consumer rights legal advisor
legal services advisor
food hygiene inspector
consumer rights advisor
consumer rights legal adviser","","released","2022-01-13T09:45:39.126Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Consumer rights advisors aid consumers with complaints and provide advice and information on rights as a consumer after purchase of products or services. They monitor organisations to ensure compliance to consumer rights standards, and aid consumers in handling disputes.","3359.2",NA,NA
"100","Occupation","http://data.europa.eu/esco/occupation/cfda19c9-c7e1-497d-a18b-66e29c773745","1349","airspace manager","air traffic and airspace manager
airspace manager
airspace and air traffic manager
airspace management officer
manager of airspace","","released","2022-07-05T14:35:43.424Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Airspace managers control activities aimed at developing the European airspace into a continuum that is flexible and reactive to changes of users’ needs in airspace. They aim to optimise the network capacity and improve the performance.","1349.2",NA,NA
"101","Occupation","http://data.europa.eu/esco/occupation/d5ce0c23-6f8a-459f-9bf9-a7cb9768740a","5142","personal stylist","fashion colour analyst
wardrobe consultant
fashion consultant
personal style advisor
personal style coach
corporate image consultant
image consultant
personal stylist
fashion advisor
personal wardrobe consultant
personal stylist professional","","released","2021-10-05T15:37:30.861Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Personal stylists assist their clients in making fashion choices. They advise on the latest fashion trends in clothing, jewellery and accessories and help their clients choose the right outfit, depending on the type of social event, their tastes and body types. Personal stylists teach their clients how to make decisions regarding their overall appearance and image.","5142.9",NA,NA
"102","Occupation","http://data.europa.eu/esco/occupation/d96de969-d43d-4082-8559-7fc35484a217","2412","relationship banking manager","private banker
personal financial advisor
commercial banking relationship manager
relationship manager
financial products relationship manager
private banking relationship manager
relationship banking manager
client manager
relations banker
relationship banker","","released","2021-04-14T20:31:49.766Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Relationship banking managers retain and expand existing and prospective customer relationships. They use cross-selling techniques to advise and sell various banking and financial products and services to customers. They also manage the total relationship with customers and are responsible for optimising business results and customer satisfaction.","2412.4.1",NA,NA
"103","Occupation","http://data.europa.eu/esco/occupation/daa6197d-dba6-49b5-8223-b31b7a126e4e","8131","wax bleacher","wax pumper
candle production process worker
wax bleacher
candle production operative
bees-wax bleacher
candle production operator
candle wax bleacher
candlewax bleacher
beeswax bleacher
candle production process operative
wax bleacher (chemical)
candle production worker","","released","2016-07-05T17:08:10Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Wax bleachers operate and maintain filter presses and tanks, used in wax bleaching, for candle production processes.","8131.21",NA,NA
"104","Occupation","http://data.europa.eu/esco/occupation/db20c08e-819e-4410-91e2-6ac06add4e27","5169","escort","male prostitute
escort messenger
sex worker
gigolo
lady of the night
incall girl
prostitute
out call girl
escort
social escort
patient escort
call girl","","released","2021-10-02T13:07:55.852Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Escorts accompany persons to social events but also on more private occasions, such as dinners or visits of night clubs. They may be in charge of arranging transportation and buying tickets to places of interest. This might include the provision of erotic or sexual services to the client in case it is a legal activity in the respective country. 
 ","5169.3",NA,NA
"105","Occupation","http://data.europa.eu/esco/occupation/db25e659-d77c-4f4a-a8a2-ee199d060345","8160","miller","flour miller
miller
flour mill worker
grain mill worker
grain miller","","released","2022-06-10T12:29:13.844Z","http://data.europa.eu/esco/regulated-professions/unregulated","","","http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations"," Millers tend mills to grind cereal crops to obtain flour. They regulate the flow of materials that go into mills and adjust the grind to a specified fineness. They ensure basic maintenance and cleaning of equipments. They evaluate sample of product to verify fineness of grind. 
","8160.45",NA,NA
